Gas Data
Time: 0.000000e+00
radius	rho	ne	ne_prev	dne_dt	n_tot	dt	T	vel	nH1	fH1	fHeI	fHII	fHeII	fHeIII	j_lya
5385.55	1.0886372743380555e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	4.946511097527847e-05	1.0	1.0	0.0	0.0	0.0	0.0
5386.287	1.0995206038130475e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	4.9959623806091045e-05	1.0	1.0	0.0	0.0	0.0	0.0
5387.025	1.1138469215356394e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.061057790505482e-05	1.0	1.0	0.0	0.0	0.0	0.0
5387.762	1.1326992730754559e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.146718430926692e-05	1.0	1.0	0.0	0.0	0.0	0.0
5388.499	1.157580889436288e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.2597746291246863e-05	1.0	1.0	0.0	0.0	0.0	0.0
5389.236	1.190221249687665e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.408084730217739e-05	1.0	1.0	0.0	0.0	0.0	0.0
5389.973	1.2324712543492201e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.6000587897648565e-05	1.0	1.0	0.0	0.0	0.0	0.0
5390.71	1.2862135145649356e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.844250948925406e-05	1.0	1.0	0.0	0.0	0.0	0.0
5391.447	1.3533225259629542e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	6.149178473868245e-05	1.0	1.0	0.0	0.0	0.0	0.0
5392.184	1.4356718936354361e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	6.523354584376695e-05	1.0	1.0	0.0	0.0	0.0	0.0
5392.921	1.5351621693794244e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	6.975414939707613e-05	1.0	1.0	0.0	0.0	0.0	0.0
5393.658	1.653721542560536e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	7.514120777713121e-05	1.0	1.0	0.0	0.0	0.0	0.0
5394.396	1.793422927379231e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	8.148890931771886e-05	1.0	1.0	0.0	0.0	0.0	0.0
5395.133	1.9554647106815e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	8.88517058915846e-05	1.0	1.0	0.0	0.0	0.0	0.0
5395.87	2.1408883030945074e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	9.72769167422063e-05	1.0	1.0	0.0	0.0	0.0	0.0
5396.607	2.3492699323360317e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00010674528665624297	1.0	1.0	0.0	0.0	0.0	0.0
5397.344	2.5782252124043637e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00011714847475564213	1.0	1.0	0.0	0.0	0.0	0.0
5398.081	2.8227993112219123e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00012826134515321773	1.0	1.0	0.0	0.0	0.0	0.0
5398.818	3.07511103894517e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00013972579516461758	1.0	1.0	0.0	0.0	0.0	0.0
5399.555	3.324441458881579e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.0001510547815794603	1.0	1.0	0.0	0.0	0.0	0.0
5400.292	3.557891130659647e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00016166218424134874	1.0	1.0	0.0	0.0	0.0	0.0
5401.029	3.7616060470784414e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.0001709185097278175	1.0	1.0	0.0	0.0	0.0	0.0
5401.767	3.9226042172475274e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.0001782338869815249	1.0	1.0	0.0	0.0	0.0	0.0
5402.504	4.029736118343429e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00018310170797352938	1.0	1.0	0.0	0.0	0.0	0.0
5403.241	4.076567323770976e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00018522960753032916	1.0	1.0	0.0	0.0	0.0	0.0
5403.978	4.061423203747531e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00018454149442301512	1.0	1.0	0.0	0.0	0.0	0.0
5404.715	3.987863223943896e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00018119910237922025	1.0	1.0	0.0	0.0	0.0	0.0
5405.452	3.8640911748678594e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.0001755751922968593	1.0	1.0	0.0	0.0	0.0	0.0
5406.189	3.7016890362912745e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00016819602202896824	1.0	1.0	0.0	0.0	0.0	0.0
5406.926	3.5139497090583873e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00015966558964813178	1.0	1.0	0.0	0.0	0.0	0.0
5407.663	3.3141443452682705e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00015058690501523273	1.0	1.0	0.0	0.0	0.0	0.0
5408.4	3.1140351789981333e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.0001414944163139419	1.0	1.0	0.0	0.0	0.0	0.0
5409.138	2.9226010778149877e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00013279610211628157	1.0	1.0	0.0	0.0	0.0	0.0
5409.875	2.746588761021573e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00012479851744006692	1.0	1.0	0.0	0.0	0.0	0.0
5410.612	2.588984810271822e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00011763736551394069	1.0	1.0	0.0	0.0	0.0	0.0
5411.349	2.4505029094704953e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00011134507445182335	1.0	1.0	0.0	0.0	0.0	0.0
5412.086	2.3299543075700045e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.00010586763020892967	1.0	1.0	0.0	0.0	0.0	0.0
5412.823	2.224937093368178e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	0.0001010958956034188	1.0	1.0	0.0	0.0	0.0	0.0
5413.56	2.132460599950139e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	9.689398178202281e-05	1.0	1.0	0.0	0.0	0.0	0.0
5414.297	2.0494452730861607e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	9.312196106146411e-05	1.0	1.0	0.0	0.0	0.0	0.0
5415.034	1.9730859351762593e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	8.965237278559993e-05	1.0	1.0	0.0	0.0	0.0	0.0
5415.771	1.9010925920348925e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	8.638116501794897e-05	1.0	1.0	0.0	0.0	0.0	0.0
5416.509	1.8317350108324734e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	8.322972005824868e-05	1.0	1.0	0.0	0.0	0.0	0.0
5417.246	1.7642603988445233e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	8.01638327800207e-05	1.0	1.0	0.0	0.0	0.0	0.0
5417.983	1.698288559376917e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	7.716622794190541e-05	1.0	1.0	0.0	0.0	0.0	0.0
5418.72	1.6340649496141325e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	7.424805853963065e-05	1.0	1.0	0.0	0.0	0.0	0.0
5419.457	1.5721773481930131e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	7.14360318486e-05	1.0	1.0	0.0	0.0	0.0	0.0
5420.194	1.5133386885288495e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	6.876254188226184e-05	1.0	1.0	0.0	0.0	0.0	0.0
5420.931	1.4581848891165878e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	6.625648327766865e-05	1.0	1.0	0.0	0.0	0.0	0.0
5421.668	1.4071300999718888e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	6.393667403505607e-05	1.0	1.0	0.0	0.0	0.0	0.0
5422.405	1.360306253507257e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	6.180910885218031e-05	1.0	1.0	0.0	0.0	0.0	0.0
5423.143	1.3175342974232666e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.9865652014721955e-05	1.0	1.0	0.0	0.0	0.0	0.0
5423.88	1.2786420839873762e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.8098481535601356e-05	1.0	1.0	0.0	0.0	0.0	0.0
5424.617	1.243236457041213e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.6489733325959006e-05	1.0	1.0	0.0	0.0	0.0	0.0
5425.354	1.2110456896341508e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.5027060753831694e-05	1.0	1.0	0.0	0.0	0.0	0.0
5426.091	1.181919287552346e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.3703625716975084e-05	1.0	1.0	0.0	0.0	0.0	0.0
5426.828	1.1558308441134257e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.25182283580034e-05	1.0	1.0	0.0	0.0	0.0	0.0
5427.565	1.1328305863611098e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.147315087535878e-05	1.0	1.0	0.0	0.0	0.0	0.0
5428.302	1.112970202212849e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	5.0570741846141285e-05	1.0	1.0	0.0	0.0	0.0	0.0
5429.039	1.0962287924408225e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	4.981005165871459e-05	1.0	1.0	0.0	0.0	0.0	0.0
5429.776	1.0824652280281329e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	4.9184667743302494e-05	1.0	1.0	0.0	0.0	0.0	0.0
5430.514	1.0713978460729049e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	4.8681792001743834e-05	1.0	1.0	0.0	0.0	0.0	0.0
5431.251	1.062694389434109e-28	0.0	0.0	0.0	0.0001086506	4.016064e-05	500.0	0.0	4.8286327452940534e-05	1.0	1.0	0.0	0.0	0.0	0.0
