#Redshift = 7.10e+00 Effective Boxsize = 5.69e+04 [kpc/h] VelScale = 8.89e+03 [km/s]
#x = 3.16e-01 y = 1.97e-01 z = 3.95e-01
#uvec = 5.48e-02 4.60e-02 9.97e-01
#velocity [km/s], tau_HILya, tau_HeI584, tau_HeIILya, nHI [cm^-3], nHeII [cm^-3], Delta_b, T [K], los pos [kpc/h], vpec [km/sec]
0.00000e+00 3.07468e+05 5.55331e+03 5.40361e+03 1.63323e-09 9.51791e-06 3.06955e+02 1.05404e+05 0.00000e+00 -9.40619e+01
6.50943e-01 2.92755e+05 5.35550e+03 5.11702e+03 1.61261e-06 1.42356e-04 4.59103e+03 2.59935e+04 4.16667e+00 -9.65802e+01
1.30189e+00 2.78934e+05 5.19470e+03 4.86926e+03 5.08067e-05 1.29755e-04 4.18463e+03 1.39748e+04 8.33333e+00 -1.06060e+02
1.95283e+00 2.65826e+05 5.04895e+03 4.64353e+03 1.67979e-04 3.08954e-05 9.96385e+02 1.15992e+04 1.25000e+01 -8.39916e+01
2.60377e+00 2.53317e+05 4.90551e+03 4.42996e+03 2.12270e-04 3.03432e-05 9.78577e+02 9.93233e+03 1.66667e+01 -4.39801e+01
3.25472e+00 2.41380e+05 4.76168e+03 4.22616e+03 6.48915e-05 5.85317e-06 1.88766e+02 1.08627e+04 2.08333e+01 -3.97001e+01
3.90566e+00 2.30061e+05 4.62150e+03 4.03477e+03 1.26374e-05 1.32722e-06 4.28032e+01 1.07641e+04 2.50000e+01 -1.66374e+01
4.55660e+00 2.19452e+05 4.49114e+03 3.85998e+03 4.59909e-12 3.27694e-07 1.05682e+01 3.27826e+05 2.91667e+01 1.88267e+02
5.20755e+00 2.09657e+05 4.37610e+03 3.70546e+03 1.51188e-08 1.77326e-07 5.71882e+00 1.31483e+04 3.33333e+01 -1.62488e+02
5.85849e+00 2.00749e+05 4.28024e+03 3.57366e+03 8.54367e-08 1.20790e-07 3.89551e+00 1.31040e+04 3.75000e+01 -1.62531e+02
6.50943e+00 1.92749e+05 4.20501e+03 3.46519e+03 2.72272e-12 1.53455e-07 4.94897e+00 2.45839e+05 4.16667e+01 3.84536e+01
7.16038e+00 1.85615e+05 4.14877e+03 3.37832e+03 2.56437e-12 2.13163e-07 6.87455e+00 3.76857e+05 4.58333e+01 1.99561e+02
7.81132e+00 1.79249e+05 4.10678e+03 3.30903e+03 3.75061e-12 2.69388e-07 8.68782e+00 3.42910e+05 5.00000e+01 2.05665e+02
8.46226e+00 1.73517e+05 4.07151e+03 3.25117e+03 4.81515e-12 2.92533e-07 9.43425e+00 3.09080e+05 5.41667e+01 2.07521e+02
9.11321e+00 1.68285e+05 4.03366e+03 3.19730e+03 5.33856e-12 2.80958e-07 9.06098e+00 2.83813e+05 5.83333e+01 2.06527e+02
9.76415e+00 1.63454e+05 3.98501e+03 3.14077e+03 4.97356e-12 2.36589e-07 7.63007e+00 2.67798e+05 6.25000e+01 2.05747e+02
1.04151e+01 1.58985e+05 3.92223e+03 3.07850e+03 4.02125e-12 1.81066e-07 5.83944e+00 2.58748e+05 6.66667e+01 2.05704e+02
1.10660e+01 1.54908e+05 3.84920e+03 3.01275e+03 3.29042e-12 1.40654e-07 4.53612e+00 2.47979e+05 7.08333e+01 1.98707e+02
1.17170e+01 1.51317e+05 3.77600e+03 2.95033e+03 3.47005e-12 1.31279e-07 4.23379e+00 2.26733e+05 7.50000e+01 1.77184e+02
1.23679e+01 1.48334e+05 3.71497e+03 2.89980e+03 4.37707e-12 1.42658e-07 4.60074e+00 2.06502e+05 7.91667e+01 1.56927e+02
1.30189e+01 1.46083e+05 3.67597e+03 2.86790e+03 5.19794e-12 1.59275e-07 5.13667e+00 1.99430e+05 8.33333e+01 1.47250e+02
1.36698e+01 1.44650e+05 3.66371e+03 2.85767e+03 5.27234e-12 1.70613e-07 5.50231e+00 2.05656e+05 8.75000e+01 1.43601e+02
1.43208e+01 1.44066e+05 3.67829e+03 2.86884e+03 4.48282e-12 1.69957e-07 5.48115e+00 2.25225e+05 9.16667e+01 1.41301e+02
1.49717e+01 1.44293e+05 3.71737e+03 2.89937e+03 3.28050e-12 1.59818e-07 5.15417e+00 2.62312e+05 9.58333e+01 1.38071e+02
1.56226e+01 1.45235e+05 3.77739e+03 2.94639e+03 2.26131e-12 1.47144e-07 4.74544e+00 3.16264e+05 1.00000e+02 1.32364e+02
1.62736e+01 1.46748e+05 3.85356e+03 3.00618e+03 1.53069e-12 1.32806e-07 4.28302e+00 3.83340e+05 1.04167e+02 1.24814e+02
1.69245e+01 1.48661e+05 3.93952e+03 3.07388e+03 1.02325e-12 1.16830e-07 3.76779e+00 4.61819e+05 1.08333e+02 1.17439e+02
