Gas Data
Time: 0.000000e+00
radius	rho	P	T	vel	nH1	fH1	fHeI	fHII	fHeII	fHeIII	q_eff_lya
10136.36	2.119538621454278e-27	2.659320705168586e-15	100.0	0.0	0.0009630683754639431	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10137.1	2.6340501305191737e-27	3.3048626619200107e-15	100.0	0.0	0.0011968502741172675	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10137.84	3.128026173421494e-27	3.924639393256975e-15	100.0	0.0	0.0014213013411280826	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10138.57	3.2443334829212884e-27	4.070566640434493e-15	100.0	0.0	0.0014741486402906213	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10139.31	2.7982335304825435e-27	3.510858585064827e-15	100.0	0.0	0.0012714513399720519	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10140.05	1.9607437624388265e-27	2.460085620617792e-15	100.0	0.0	0.0008909157355657814	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10140.79	1.2213442238508433e-27	1.5323834865514705e-15	100.0	0.0	0.0005549500186692756	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10141.52	8.240709514992695e-28	1.0339367830657192e-15	100.0	0.0	0.0003744384105550716	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10142.26	6.493976121297496e-28	8.147794516897106e-16	100.0	0.0	0.0002950709635641584	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10143.0	5.634464501987821e-28	7.0693914048109e-16	100.0	0.0	0.0002560167821247565	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10143.73	5.034336969496769e-28	6.316429624949502e-16	100.0	0.0	0.00022874840201895854	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10144.47	4.6593248224609205e-28	5.845913278982711e-16	100.0	0.0	0.00021170873425497812	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10145.21	4.610031257380907e-28	5.784066140684797e-16	100.0	0.0	0.00020946895088128043	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10145.95	4.817935832815266e-28	6.044917694204742e-16	100.0	0.0	0.00021891564459510893	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10146.68	5.18543185974891e-28	6.506003792660115e-16	100.0	0.0	0.00023561379758302664	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10147.42	5.699725853256641e-28	7.151272839251277e-16	100.0	0.0	0.00025898210405429604	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10148.16	6.380339974381314e-28	8.005218696248724e-16	100.0	0.0	0.00028990760497768167	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10148.89	7.222264045676392e-28	9.06155524624687e-16	100.0	0.0	0.00032816264970292504	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10149.63	8.176659699657009e-28	1.0259006473539032e-15	100.0	0.0	0.00037152813796179453	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10150.37	9.087218735943473e-28	1.140145722860643e-15	100.0	0.0	0.0004129017936698812	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10151.11	9.79920737220639e-28	1.2294767736418549e-15	100.0	0.0	0.0004452528785868449	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10151.84	1.0210728018343256e-27	1.2811090186879606e-15	100.0	0.0	0.00046395140647085095	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10152.58	1.0380035251583434e-27	1.3023514827946767e-15	100.0	0.0	0.00047164432795953964	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10153.32	1.0405501023739594e-27	1.305546595848173e-15	100.0	0.0	0.00047280143260354653	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10154.05	1.0330400085561826e-27	1.2961239093327137e-15	100.0	0.0	0.0004693890230444768	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10154.79	1.0151024710467182e-27	1.2736182260600367e-15	100.0	0.0	0.00046123862892841655	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10155.53	9.890478839427362e-28	1.240928327301458e-15	100.0	0.0	0.0004494000388590367	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10156.27	9.592710052986044e-28	1.2035681824510187e-15	100.0	0.0	0.0004358701272773761	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10157.0	9.263881391136907e-28	1.1623110494100413e-15	100.0	0.0	0.00042092892818963577	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10157.74	8.907067472348852e-28	1.117542691215447e-15	100.0	0.0	0.0004047161450097588	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10158.48	8.576767497317825e-28	1.0761009569801916e-15	100.0	0.0	0.0003897080929200709	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10159.21	8.313141953322755e-28	1.0430246610136477e-15	100.0	0.0	0.0003777295697728055	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10159.95	8.055440637832845e-28	1.0106916599966015e-15	100.0	0.0	0.00036602022960076835	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10160.69	7.726749469851617e-28	9.69451777893449e-16	100.0	0.0	0.000351085277910205	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10161.43	7.321899717334009e-28	9.186565095999302e-16	100.0	0.0	0.00033268985970373745	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10162.16	6.829586902442073e-28	8.568875166309011e-16	100.0	0.0	0.00031032032616191686	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10162.9	6.23885895292992e-28	7.827706757600519e-16	100.0	0.0	0.0002834790409445015	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10163.64	5.645845930965536e-28	7.083671337919209e-16	100.0	0.0	0.0002565339274225622	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10164.37	5.080849601904286e-28	6.374787611523173e-16	100.0	0.0	0.00023086182636885427	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10165.11	4.573679555008715e-28	5.738456764281847e-16	100.0	0.0	0.00020781721523492004	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10165.85	4.20100020156645e-28	5.270867303553901e-16	100.0	0.0	0.0001908835441116105	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10166.58	3.9289915945843137e-28	4.929586369481871e-16	100.0	0.0	0.00017852411434765767	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10167.32	3.717237835188898e-28	4.663905361805237e-16	100.0	0.0	0.0001689025227901799	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10168.06	3.5668915225634867e-28	4.475270411697002e-16	100.0	0.0	0.00016207114082848666	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10168.8	3.458392774029963e-28	4.3391403286970947e-16	100.0	0.0	0.0001571412135116465	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10169.53	3.362692660314569e-28	4.219068303911004e-16	100.0	0.0	0.00015279282598453642	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10170.27	3.2650629845656264e-28	4.0965753162720625e-16	100.0	0.0	0.00014835676370811076	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10171.01	3.1686825463256447e-28	3.975649708976949e-16	100.0	0.0	0.0001439774638386611	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10171.74	3.080832008452919e-28	3.8654263084876295e-16	100.0	0.0	0.00013998574253024407	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10172.48	3.014677934310608e-28	3.782424801783685e-16	100.0	0.0	0.00013697985737818003	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10173.22	2.989132604656271e-28	3.750373852873151e-16	100.0	0.0	0.00013581913782903526	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10173.96	3.003616928976809e-28	3.768546894485176e-16	100.0	0.0	0.0001364772713752644	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10174.69	3.0404007581173733e-28	3.8146984472140287e-16	100.0	0.0	0.00013814864184311841	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10175.43	3.0801024946203794e-28	3.8645110096485597e-16	100.0	0.0	0.00013995259514172889	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10176.17	3.1025974626969647e-28	3.892734762574149e-16	100.0	0.0	0.0001409747134528718	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10176.9	3.090490799730666e-28	3.877544900416939e-16	100.0	0.0	0.0001404246152325694	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10177.64	3.036715498508723e-28	3.810074663961388e-16	100.0	0.0	0.00013798119233554443	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10178.38	2.9406118579784776e-28	3.689496346342053e-16	100.0	0.0	0.0001336144695013962	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10179.12	2.8130073164129097e-28	3.5293948053632776e-16	100.0	0.0	0.0001278164199964972	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10179.85	2.677573744419599e-28	3.359470417795555e-16	100.0	0.0	0.00012166263780811774	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10180.59	2.548650810456718e-28	3.1977147299358396e-16	100.0	0.0	0.00011580468366116828	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10181.33	2.449309049475266e-28	3.073073640978177e-16	100.0	0.0	0.00011129082826850313	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10182.06	2.3957087832273286e-28	3.005823015585992e-16	100.0	0.0	0.00010885535854800247	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10182.8	2.3899203587997222e-28	2.9985604553406517e-16	100.0	0.0	0.00010859234618986172	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10183.54	2.426692609262366e-28	3.044697480654141e-16	100.0	0.0	0.00011026319054989104	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10184.28	2.4965219173537107e-28	3.132310191720239e-16	100.0	0.0	0.0001134360696671944	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10185.01	2.5992946084900824e-28	3.261255964492865e-16	100.0	0.0	0.00011810581843670972	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10185.75	2.7433995061385948e-28	3.442060000877893e-16	100.0	0.0	0.00012465360521775586	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10186.49	2.913959794622817e-28	3.656056812285088e-16	100.0	0.0	0.0001324034625823014	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10187.22	3.0903010506698403e-28	3.8773068280359333e-16	100.0	0.0	0.00014041599348263258	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10187.96	3.2578702752939484e-28	4.087550842502716e-16	100.0	0.0	0.00014802994395765457	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10188.7	3.3940571438441523e-28	4.258420368371104e-16	100.0	0.0	0.0001542179541654693	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10189.43	3.4981092989523552e-28	4.3889714457120777e-16	100.0	0.0	0.00015894583876116604	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10190.17	3.569721363826208e-28	4.478820927543292e-16	100.0	0.0	0.00016219972214331262	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10190.91	3.59852605207013e-28	4.514961294639046e-16	100.0	0.0	0.0001635085392619073	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10191.65	3.595847330141051e-28	4.511600383628846e-16	100.0	0.0	0.0001633868244532954	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10192.38	3.584115030606891e-28	4.496880223894733e-16	100.0	0.0	0.0001628537364246816	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10193.12	3.584836358553774e-28	4.4977852521518e-16	100.0	0.0	0.00016288651186585303	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10193.86	3.611185193796875e-28	4.530844335109664e-16	100.0	0.0	0.0001640837408144593	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10194.59	3.6666015624519803e-28	4.600373569009003e-16	100.0	0.0	0.00016660172994636597	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10195.33	3.732741784182184e-28	4.683357695512388e-16	100.0	0.0	0.00016960698567748483	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10196.07	3.78060503873651e-28	4.743410266654377e-16	100.0	0.0	0.0001717817791132574	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10196.81	3.786782829565657e-28	4.751161353092649e-16	100.0	0.0	0.00017206248336264256	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10197.54	3.7372610404287026e-28	4.689027869005185e-16	100.0	0.0	0.0001698123300259003	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10198.28	3.6293821030874784e-28	4.553675444275005e-16	100.0	0.0	0.00016491056546825788	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10199.02	3.468825494366831e-28	4.352229945900688e-16	100.0	0.0	0.0001576152517256614	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10199.75	3.2756466918197554e-28	4.109854372172934e-16	100.0	0.0	0.00014883766241165154	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10200.49	3.0626065554228633e-28	3.8425593863597134e-16	100.0	0.0	0.00013915762091622474	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10201.23	2.851677249849808e-28	3.577912795842581e-16	100.0	0.0	0.00012957349059655165	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10201.97	2.6734936848178656e-28	3.3543512909877757e-16	100.0	0.0	0.00012147724951971086	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10202.7	2.5500808846211372e-28	3.1995090005364657e-16	100.0	0.0	0.00011586966285939469	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10203.44	2.4890834167622673e-28	3.1229773310504663e-16	100.0	0.0	0.0001130980817386907	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10204.18	2.490060554714552e-28	3.124203316348406e-16	100.0	0.0	0.00011314248058336313	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10204.91	2.5291532912981795e-28	3.1732517850888393e-16	100.0	0.0	0.00011491876236152679	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10205.65	2.5820960887385513e-28	3.239677504345668e-16	100.0	0.0	0.00011732435824958056	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10206.39	2.622635622767407e-28	3.2905412258790133e-16	100.0	0.0	0.00011916637909242072	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10207.13	2.6321576709680178e-28	3.3024882504244417e-16	100.0	0.0	0.0001195990385117315	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10207.86	2.604001313421459e-28	3.267161324154838e-16	100.0	0.0	0.0001183196800114018	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10208.6	2.538279392735586e-28	3.1847020272615024e-16	100.0	0.0	0.00011533343089347418	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10209.34	2.4483953970461922e-28	3.071927309037173e-16	100.0	0.0	0.00011124931405632033	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10210.07	2.3539755359674096e-28	2.953461578333164e-16	100.0	0.0	0.00010695909819045973	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10210.81	2.2720207951025293e-28	2.850635455203045e-16	100.0	0.0	0.00010323526799706823	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10211.55	2.21968970226009e-28	2.784977223118312e-16	100.0	0.0	0.0001008574665236777	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10212.29	2.207726865972328e-28	2.7699678159244206e-16	100.0	0.0	0.00010031390344853586	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10213.02	2.240503887326918e-28	2.811092148672935e-16	100.0	0.0	0.00010180321401777914	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10213.76	2.3087573547747227e-28	2.8967277003662373e-16	100.0	0.0	0.00010490449065173061	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10214.5	2.402708536158284e-28	3.0146053928977026e-16	100.0	0.0	0.00010917341081728543	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10215.23	2.5122287569005995e-28	3.152017086040071e-16	100.0	0.0	0.0001141497514228831	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10215.97	2.6276029812551954e-28	3.296773619638136e-16	100.0	0.0	0.0001193920841501516	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10216.71	2.7431005861011895e-28	3.441684954989785e-16	100.0	0.0	0.0001246400229960448	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10217.44	2.852505296449873e-28	3.578951720751101e-16	100.0	0.0	0.0001296111150817043	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10218.18	2.9522946598228777e-28	3.704154402828837e-16	100.0	0.0	0.0001341453084716922	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10218.92	3.049954024641495e-28	3.8266846404413827e-16	100.0	0.0	0.00013858271974944347	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10219.66	3.1473122622459665e-28	3.948837062888231e-16	100.0	0.0	0.00014300644851657665	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10220.39	3.2342355924387626e-28	4.0578971240751817e-16	100.0	0.0	0.00014695603969417238	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10221.13	3.3074604315679615e-28	4.14977010475968e-16	100.0	0.0	0.0001502832037359099	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10221.87	3.357385291596845e-28	4.2124093096477516e-16	100.0	0.0	0.0001525516716636277	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10222.6	3.371129672763299e-28	4.229653967067865e-16	100.0	0.0	0.00015317618393756075	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10223.34	3.3428946618683053e-28	4.1942283568318983e-16	100.0	0.0	0.00015189325161452571	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10224.08	3.2680259723410732e-28	4.1002928870021495e-16	100.0	0.0	0.00014849139488654436	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10224.82	3.155612332168103e-28	3.9592509084180383e-16	100.0	0.0	0.00014338358412407338	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10225.55	3.014125948297826e-28	3.7817322417058e-16	100.0	0.0	0.00013695477643522254	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10226.29	2.8456500279636957e-28	3.5703506236820257e-16	100.0	0.0	0.00012929962784492905	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10227.03	2.671487991783172e-28	3.351834808881065e-16	100.0	0.0	0.00012138611555720366	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10227.76	2.5082393638643196e-28	3.14701171581702e-16	100.0	0.0	0.00011396848280943831	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10228.5	2.360354800443393e-28	2.961465447634253e-16	100.0	0.0	0.00010724895692732601	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10229.24	2.235973515598677e-28	2.8054080289229705e-16	100.0	0.0	0.00010159736460808209	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10229.98	2.1301086144749635e-28	2.67258255423747e-16	100.0	0.0	9.678711310750262e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10230.71	2.037234790718323e-28	2.556056589584487e-16	100.0	0.0	9.256714553233938e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10231.45	1.9531173065846954e-28	2.450516938191034e-16	100.0	0.0	8.874504538409567e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10232.19	1.876169349510531e-28	2.353972674549663e-16	100.0	0.0	8.524871164124373e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10232.92	1.8037220544850901e-28	2.2630752548261093e-16	100.0	0.0	8.195687737030056e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10233.66	1.7341414414667453e-28	2.1757745739113884e-16	100.0	0.0	7.879529837074525e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10234.4	1.6693988314655178e-28	2.0945439883772656e-16	100.0	0.0	7.585354682132567e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10235.14	1.6099471519618005e-28	2.0199517725709766e-16	100.0	0.0	7.315220267884607e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10235.87	1.5604864364783437e-28	1.9578949157408037e-16	100.0	0.0	7.090482438492028e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10236.61	1.523761454114806e-28	1.911817196275e-16	100.0	0.0	6.923612777586644e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10237.35	1.5009736052443468e-28	1.8832259747166567e-16	100.0	0.0	6.82007016519993e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10238.08	1.490628683032937e-28	1.8702465151532896e-16	100.0	0.0	6.773065277779631e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10238.82	1.4890588009149626e-28	1.8682768317614678e-16	100.0	0.0	6.765932103579719e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10239.56	1.4920205235526253e-28	1.8719928151616189e-16	100.0	0.0	6.77938947293528e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10240.29	1.4952797574549843e-28	1.8760820769055658e-16	100.0	0.0	6.794198663330916e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10241.03	1.496376545431912e-28	1.877458183453802e-16	100.0	0.0	6.799182209299251e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10241.77	1.495030418745827e-28	1.875769239203459e-16	100.0	0.0	6.793065727025166e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10242.51	1.4924578664996192e-28	1.8725415360683422e-16	100.0	0.0	6.781376656170435e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10243.24	1.4896715757628023e-28	1.8690456617436025e-16	100.0	0.0	6.76871640800928e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10243.98	1.487906910897218e-28	1.8668315903569192e-16	100.0	0.0	6.760698186929777e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10244.72	1.4887476171074335e-28	1.8678863988936263e-16	100.0	0.0	6.764518157728701e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10245.45	1.4929143200556566e-28	1.8731142344755487e-16	100.0	0.0	6.78345067350722e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10246.19	1.5024387459860599e-28	1.8850642422862987e-16	100.0	0.0	6.826727419281856e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10246.93	1.5191115430600441e-28	1.9059830941643074e-16	100.0	0.0	6.902484678102008e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10247.67	1.541757525382426e-28	1.9343963200754592e-16	100.0	0.0	7.005382682343314e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10248.4	1.5686479235711303e-28	1.968134885605529e-16	100.0	0.0	7.12756631153996e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10249.14	1.5989255651523412e-28	2.0061233224972058e-16	100.0	0.0	7.26514077607361e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10249.88	1.629435703696451e-28	2.0444034662637033e-16	100.0	0.0	7.40377165198893e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10250.61	1.6602821836678543e-28	2.0831056073991347e-16	100.0	0.0	7.543930784047857e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10251.35	1.6912166419901423e-28	2.1219181322981577e-16	100.0	0.0	7.684489668989815e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10252.09	1.7189303573274148e-28	2.1566896888376603e-16	100.0	0.0	7.810414257189224e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10252.83	1.7447600840467199e-28	2.1890974621040728e-16	100.0	0.0	7.927778445312254e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10253.56	1.7718979908806846e-28	2.223146569210685e-16	100.0	0.0	8.051086695435791e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10254.3	1.8009094052305416e-28	2.259546309270087e-16	100.0	0.0	8.182907721979094e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10255.04	1.832902188134174e-28	2.299686681863637e-16	100.0	0.0	8.328275384288694e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10255.77	1.8683995261900142e-28	2.344224113319118e-16	100.0	0.0	8.489566918911809e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10256.51	1.9063374156137912e-28	2.3918236304186574e-16	100.0	0.0	8.661947743521737e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10257.25	1.9448780365253478e-28	2.4401793764016357e-16	100.0	0.0	8.837067237901119e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10257.99	1.9846470906806684e-28	2.490076400249048e-16	100.0	0.0	9.017768443302241e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10258.72	2.0235834509751713e-28	2.538928668411084e-16	100.0	0.0	9.194686084130967e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10259.46	2.0611156876791313e-28	2.5860192253690153e-16	100.0	0.0	9.36522371842616e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10260.2	2.0969627701717097e-28	2.630995470542124e-16	100.0	0.0	9.528104409307659e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10260.93	2.1292735380130515e-28	2.671534809174897e-16	100.0	0.0	9.674916920200257e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10261.67	2.1585659959349554e-28	2.7082871660645064e-16	100.0	0.0	9.808014942470961e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10262.41	2.186003480428365e-28	2.742712144157617e-16	100.0	0.0	9.932684402845099e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10263.14	2.211733714130631e-28	2.7749950865586923e-16	100.0	0.0	0.00010049596518157	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10263.88	2.2357156348187898e-28	2.805084473744274e-16	100.0	0.0	0.00010158564711347097	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10264.62	2.257103894458114e-28	2.831919673221484e-16	100.0	0.0	0.00010255747920260327	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10265.36	2.2739873491387267e-28	2.8531028307975996e-16	100.0	0.0	0.00010332462357576503	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10266.09	2.2828695875698295e-28	2.8642471054661446e-16	100.0	0.0	0.00010372821154768206	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10266.83	2.281698623884093e-28	2.8627779329099294e-16	100.0	0.0	0.00010367500571868068	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10267.57	2.269690977080951e-28	2.8477123033239785e-16	100.0	0.0	0.00010312940655937343	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10268.3	2.2487482724594144e-28	2.821436128189189e-16	100.0	0.0	0.00010217781943972726	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10269.04	2.2209271739569263e-28	2.786529841255178e-16	100.0	0.0	0.00010091369431989201	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10269.78	2.18900843079727e-28	2.746482364078663e-16	100.0	0.0	9.946338188819262e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10270.52	2.1570123932724936e-28	2.7063379080108576e-16	100.0	0.0	9.800955738278556e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10271.25	2.130153087769055e-28	2.6726383535282246e-16	100.0	0.0	9.678913386912775e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10271.99	2.1126448190343662e-28	2.650671260743726e-16	100.0	0.0	9.599359941852483e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10272.73	2.1062764416748923e-28	2.642681051176912e-16	100.0	0.0	9.570423536656329e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10273.46	2.10611815989121e-28	2.6424824598323917e-16	100.0	0.0	9.56970434155069e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
