Gas Data
Time: 0.000000e+00
radius	rho	P	T	vel	nH1	fH1	fHeI	fHII	fHeII	fHeIII	q_eff_lya
10056.02	1.9192561066645004e-28	2.4080323195395255e-16	100.0	0.0	8.720647229708926e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10056.76	1.9269657261401105e-28	2.4177053448351885e-16	100.0	0.0	8.755677922844995e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10057.49	1.9311120722778995e-28	2.42290763934561e-16	100.0	0.0	8.774517942076594e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10058.23	1.9347972250680973e-28	2.4275312885763837e-16	100.0	0.0	8.79126240747613e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10058.97	1.9424251661290063e-28	2.4371018344469583e-16	100.0	0.0	8.825921973153797e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10059.71	1.9573197926554885e-28	2.4557896697695576e-16	100.0	0.0	8.893599644260158e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10060.44	1.9798418901621818e-28	2.484047461166763e-16	100.0	0.0	8.99593474510833e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10061.18	2.0077584654912462e-28	2.5190735399739715e-16	100.0	0.0	9.122781081280452e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10061.92	2.0367536820787055e-28	2.55545295719307e-16	100.0	0.0	9.254528509010501e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10062.65	2.064721163236817e-28	2.5905429059971864e-16	100.0	0.0	9.381606149267324e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10063.39	2.0922730425709177e-28	2.625111411820972e-16	100.0	0.0	9.506795392825742e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10064.13	2.1192036079996057e-28	2.658900373966549e-16	100.0	0.0	9.629161532490308e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10064.86	2.1443682568869324e-28	2.690473694285878e-16	100.0	0.0	9.74350376375576e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10065.6	2.1677927369937864e-28	2.719863677712189e-16	100.0	0.0	9.84993907837681e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10066.34	2.192732992480527e-28	2.7511554584501014e-16	100.0	0.0	9.963261718937099e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10067.08	2.226574863310648e-28	2.793615825479616e-16	100.0	0.0	0.00010117031200809821	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10067.81	2.275024258567724e-28	2.8544038095511856e-16	100.0	0.0	0.00010337173829541106	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10068.55	2.3412990076402304e-28	2.9375567234232816e-16	100.0	0.0	0.00010638310663177784	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10069.29	2.4303062870367016e-28	3.049231452354314e-16	100.0	0.0	0.0001104273875476882	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10070.02	2.548493107098965e-28	3.1975168643247567e-16	100.0	0.0	0.00011579751799242229	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10070.76	2.695375498714344e-28	3.3818057379945606e-16	100.0	0.0	0.0001224715075505943	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10071.5	2.862316664242289e-28	3.5912617457972556e-16	100.0	0.0	0.0001300569205011138	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10072.24	3.0469209093437736e-28	3.8228790828399553e-16	100.0	0.0	0.00013844490214174322	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10072.97	3.239274863931128e-28	4.064219744896037e-16	100.0	0.0	0.00014718501230927595	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10073.71	3.4529450286669966e-28	4.332305208122466e-16	100.0	0.0	0.00015689368080695564	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10074.45	3.689990094526201e-28	4.629718449531067e-16	100.0	0.0	0.00016766444969873128	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10075.18	3.939372957475785e-28	4.942611550059244e-16	100.0	0.0	0.0001789958190004434	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10075.92	4.233153598855678e-28	5.311209194136714e-16	100.0	0.0	0.00019234451867369408	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10076.66	4.589927467625982e-28	5.758842526542324e-16	100.0	0.0	0.0002085554820751937	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10077.4	4.967023998474264e-28	6.231974085543602e-16	100.0	0.0	0.00022568985932508605	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10078.13	5.331636101636144e-28	6.689441812471911e-16	100.0	0.0	0.00024225697361648175	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10078.87	5.66963859316011e-28	7.113523268223597e-16	100.0	0.0	0.0002576150098947451	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10079.61	5.921675129002811e-28	7.42974585149768e-16	100.0	0.0	0.00026906695583593524	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10080.34	6.050551398209194e-28	7.591442990505351e-16	100.0	0.0	0.0002749227896463749	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10081.08	6.040484099500413e-28	7.578811856715011e-16	100.0	0.0	0.0002744653553295553	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10081.82	5.902584389194019e-28	7.405793280340627e-16	100.0	0.0	0.00026819951763084877	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10082.56	5.6733821279629e-28	7.118220167591606e-16	100.0	0.0	0.0002577851072897406	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10083.29	5.390774807203501e-28	6.7636413493901085e-16	100.0	0.0	0.00024494409696121784	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10084.03	5.095370956412745e-28	6.393007113786804e-16	100.0	0.0	0.0002315216424795134	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10084.77	4.823485676050469e-28	6.051880913877376e-16	100.0	0.0	0.0002191678163863896	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10085.5	4.598439975035948e-28	5.7695229109331e-16	100.0	0.0	0.0002089422703412559	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10086.24	4.430818589511152e-28	5.559213451769157e-16	100.0	0.0	0.00020132594979789073	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10086.98	4.3194320359774315e-28	5.419460127582805e-16	100.0	0.0	0.0001962648074306597	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10087.71	4.253362834236313e-28	5.336565107701751e-16	100.0	0.0	0.00019326277868039513	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10088.45	4.228315693626901e-28	5.305139221448176e-16	100.0	0.0	0.00019212469566683	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10089.19	4.250119789823533e-28	5.332496158418453e-16	100.0	0.0	0.00019311542238867395	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10089.93	4.3149827161902355e-28	5.413877701240469e-16	100.0	0.0	0.0001960626408300608	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10090.66	4.3998638741683815e-28	5.520375511002053e-16	100.0	0.0	0.00019991944051722207	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10091.4	4.487005019704006e-28	5.62970885848123e-16	100.0	0.0	0.0002038789287104346	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10092.14	4.5669851120717205e-28	5.730057450142572e-16	100.0	0.0	0.00020751303553190786	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10092.87	4.631491733834756e-28	5.810991948404848e-16	100.0	0.0	0.0002104440643321931	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10093.61	4.675465982673348e-28	5.866165102244558e-16	100.0	0.0	0.00021244215051767493	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10094.35	4.695470710915063e-28	5.891264426916435e-16	100.0	0.0	0.0002133511182021669	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10095.09	4.697758381999303e-28	5.894134698313877e-16	100.0	0.0	0.00021345506458240237	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10095.82	4.695509986206847e-28	5.891313704431638e-16	100.0	0.0	0.00021335290277882296	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10096.56	4.699847259706926e-28	5.896755549702108e-16	100.0	0.0	0.0002135499782603161	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10097.3	4.7205689866911225e-28	5.922754470909835e-16	100.0	0.0	0.00021449152467713884	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10098.03	4.7882290495119245e-28	6.007645495848513e-16	100.0	0.0	0.00021756583840395875	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10098.77	4.960099323282983e-28	6.223285905990589e-16	100.0	0.0	0.00022537521841127687	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10099.51	5.269601193817716e-28	6.611608498591752e-16	100.0	0.0	0.00023943825367007398	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10100.25	5.692657150424011e-28	7.14240395259301e-16	100.0	0.0	0.0002586609188640499	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10100.98	6.204337044326361e-28	7.784393167839938e-16	100.0	0.0	0.0002819104468127309	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10101.72	6.847860369471712e-28	8.591802330143274e-16	100.0	0.0	0.0003111506294188706	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10102.46	7.643205941733937e-28	9.589698252714326e-16	100.0	0.0	0.0003472892569700621	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10103.19	8.69042784467556e-28	1.090361575400897e-15	100.0	0.0	0.0003948725511175523	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10103.93	1.0150940797648713e-27	1.2736076977736762e-15	100.0	0.0	0.00046123481612779353	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10104.67	1.1775781256632218e-27	1.4774714930087787e-15	100.0	0.0	0.0005350637355625172	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10105.41	1.3284378424399655e-27	1.666750595705666e-15	100.0	0.0	0.0006036108339208583	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10106.14	1.4380226038933772e-27	1.804243266117147e-15	100.0	0.0	0.0006534035657542271	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10106.88	1.4806236578620002e-27	1.8576935140786737e-15	100.0	0.0	0.0006727604802370889	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10107.62	1.4550803978518227e-27	1.8256451618877793e-15	100.0	0.0	0.0006611542251431497	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10108.35	1.393501518988443e-27	1.7483840136808669e-15	100.0	0.0	0.0006331742344840716	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10109.09	1.3339412168180833e-27	1.6736555123152919e-15	100.0	0.0	0.0006061114374806403	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10109.83	1.3030336667496031e-27	1.6348767483847016e-15	100.0	0.0	0.0005920677754625364	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10110.57	1.302300147515176e-27	1.6339564240895903e-15	100.0	0.0	0.0005917344816172058	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10111.3	1.3179341648052951e-27	1.6535719505365915e-15	100.0	0.0	0.0005988382104576075	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10112.04	1.3389705365306444e-27	1.679965646940416e-15	100.0	0.0	0.0006083966417775743	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10112.78	1.3513594093459982e-27	1.6955095892201584e-15	100.0	0.0	0.0006140258534821129	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10113.51	1.346450327835034e-27	1.689350313813084e-15	100.0	0.0	0.0006117952825890284	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10114.25	1.332863292789842e-27	1.672303073790282e-15	100.0	0.0	0.0006056216542173186	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10114.99	1.3183437593253502e-27	1.6540858563351841e-15	100.0	0.0	0.0005990243205501699	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10115.72	1.3062020706054246e-27	1.638852048429171e-15	100.0	0.0	0.0005935074234705288	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10116.46	1.3021072228503933e-27	1.633714367374793e-15	100.0	0.0	0.0005916468211982737	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10117.2	1.3048901994207047e-27	1.6372060835155213e-15	100.0	0.0	0.0005929113401352701	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10117.94	1.3033152487420889e-27	1.6352300407546732e-15	100.0	0.0	0.000592195719680829	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10118.67	1.290828223100575e-27	1.6195629491063668e-15	100.0	0.0	0.000586521909646314	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10119.41	1.2681339499552739e-27	1.5910891341670376e-15	100.0	0.0	0.0005762101670108419	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10120.15	1.2383845999854228e-27	1.5537635287077468e-15	100.0	0.0	0.000562692763809708	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10120.88	1.2032356136558137e-27	1.5096631635783381e-15	100.0	0.0	0.0005467218931584175	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10121.62	1.162480954434478e-27	1.4585295310026668e-15	100.0	0.0	0.0005282039369147383	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10122.36	1.1257171754798782e-27	1.4124031346329098e-15	100.0	0.0	0.0005114993425679607	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10123.1	1.1049986456897311e-27	1.3864082248474082e-15	100.0	0.0	0.0005020853311293261	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10123.83	1.1001396706863297e-27	1.3803118165528632e-15	100.0	0.0	0.0004998775274518753	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10124.57	1.1020914609451853e-27	1.3827606684845918e-15	100.0	0.0	0.0005007643749265171	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10125.31	1.1007146255645576e-27	1.3810331949683037e-15	100.0	0.0	0.0005001387733923528	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10126.04	1.0842292358686474e-27	1.360349477433104e-15	100.0	0.0	0.0004926482010042748	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10126.78	1.0419165350924349e-27	1.3072610174603484e-15	100.0	0.0	0.0004734223074133011	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10127.52	9.838170840247363e-28	1.23436540158464e-15	100.0	0.0	0.0004470232867072176	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10128.26	9.267108533696587e-28	1.1627159491811811e-15	100.0	0.0	0.0004210755619386453	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10128.99	8.884104017826293e-28	1.1146615363520297e-15	100.0	0.0	0.00040367273977910033	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10129.73	8.732201964986382e-28	1.095602847343682e-15	100.0	0.0	0.0003967706686501583	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10130.47	8.687805026592632e-28	1.0900324983855873e-15	100.0	0.0	0.0003947533764479004	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10131.2	8.65702945938431e-28	1.0861711814809562e-15	100.0	0.0	0.00039335500723606864	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10131.94	8.664988795703362e-28	1.0871698152240932e-15	100.0	0.0	0.0003937166607120172	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10132.68	8.974181117913748e-28	1.1259632363965306e-15	100.0	0.0	0.0004077656308248038	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10133.42	9.952551378210852e-28	1.2487163801323168e-15	100.0	0.0	0.00045222046866777124	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10134.15	1.1691454670187032e-27	1.4668912924377693e-15	100.0	0.0	0.0005312321342982542	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10134.89	1.4090724597527797e-27	1.7679203999275789e-15	100.0	0.0	0.0006402493028383656	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10135.63	1.706708162060727e-27	2.141354871813654e-15	100.0	0.0	0.0007754879483626024	1.0	1.0	0.0	0.0	0.0	5.26777e-11
