skewer,alpha,step,t,dt,F_lya,F_inc,locIF,vIF_fd,vIF_fm,T_center,width_IF,nH_avg,nH_center,C_em
0001,2.0,35055.0,54.98875,0.001279202,2781.765,10329.06,416.0823071937775,15338.3,3369.578,25262.05,3.477268e+23,3.183968e-05,2.806422e-05,0.1218344
0001,2.0,35354.0,55.38167,0.001215441,2883.706,10323.58,422.0058327932602,14762.83,3133.576,25152.82,3.530354e+23,3.117262e-05,3.018583e-05,0.1208732
0001,2.0,35659.0,55.77544,0.002026178,3065.223,10309.14,427.40116655865313,13437.44,2797.354,24973.07,3.587544e+23,3.084945e-05,3.380492e-05,0.1184813
0001,2.0,35982.0,56.16638,0.001964821,3243.093,10292.24,432.20025923525463,11958.17,2536.885,24797.58,3.580314e+23,3.077228e-05,3.72473e-05,0.1180314
0001,2.0,36331.0,56.55968,0.001988687,3348.851,10270.92,436.68502916396574,11166.08,2405.399,24695.41,3.56105e+23,3.106102e-05,3.921933e-05,0.1177639
0001,2.0,36699.0,56.95191,0.001212952,3343.313,10253.56,441.04342190538046,10861.93,2414.093,24695.9,3.487184e+23,3.174689e-05,3.901089e-05,0.1179036
0001,2.0,37052.0,57.34631,0.001800311,3221.297,10235.07,445.6027219701864,11355.71,2572.383,24804.26,3.386905e+23,3.261631e-05,3.652489e-05,0.1187082
0001,2.0,37378.0,57.73934,0.002288495,3016.736,10223.86,450.58651976668807,12416.28,2893.807,25000.38,3.331233e+23,3.318183e-05,3.239733e-05,0.1210154
0001,2.0,37699.0,58.13116,0.001887794,2811.437,10223.74,456.22812702527517,14054.16,3307.775,25213.7,3.302341e+23,3.358895e-05,2.830296e-05,0.1232574
0001,2.0,37998.0,58.52294,0.002045151,2710.42,10225.55,462.4756966947498,15562.68,3503.677,25297.87,3.262648e+23,3.384019e-05,2.670752e-05,0.1247343
0001,2.0,38293.0,58.91627,0.001428523,2768.161,10229.4,468.6714193130265,15437.56,3287.352,25215.02,3.267114e+23,3.394392e-05,2.849651e-05,0.1209109
0001,2.0,38572.0,59.30968,0.002362597,2941.477,10218.91,474.3195074530122,14070.4,2927.589,25032.83,3.278896e+23,3.383158e-05,3.200433e-05,0.1180283
0001,2.0,38866.0,59.7018,0.001619477,3145.775,10206.09,479.32922877511373,12476.82,2632.399,24852.75,3.284512e+23,3.36238e-05,3.558392e-05,0.1182965
0001,2.0,39152.0,60.09432,0.0005164485,3327.809,10190.14,483.8852883992222,11350.11,2420.538,24701.85,3.322928e+23,3.334994e-05,3.866551e-05,0.1179749
0001,2.0,39461.0,60.48693,0.001542309,3462.445,10164.71,488.1529488010365,10632.85,2277.399,24588.63,3.334082e+23,3.323076e-05,4.10129e-05,0.1187811
0001,2.0,39786.0,60.88073,0.001927084,3532.55,10144.08,492.23590408295604,10166.38,2203.905,24534.68,3.321264e+23,3.318297e-05,4.230499e-05,0.1189294
0001,2.0,40146.0,61.27239,0.0006417241,3522.863,10133.6,496.22812702527517,9946.345,2209.596,24528.13,3.315036e+23,3.317053e-05,4.215163e-05,0.1200614
0001,2.0,40526.0,61.66613,0.001394617,3419.445,10117.6,500.3532080362929,10279.81,2309.901,24619.91,3.304569e+23,3.328513e-05,4.024399e-05,0.1194255
0001,2.0,41219.0,62.45094,0.001411017,2952.62,10106.77,509.76992871030416,23455.31,2954.76,25033.15,3.279291e+23,3.361337e-05,3.135919e-05,0.1216966
0001,2.0,41521.0,62.84473,0.002226202,2695.638,10105.65,515.6902138690857,14746.9,3498.569,25290.41,3.297951e+23,3.360881e-05,2.643334e-05,0.1246403
0001,2.0,41816.0,63.23711,0.001868488,2573.512,10112.67,522.3720025923521,16646.98,3772.215,25402.73,3.349422e+23,3.302571e-05,2.451018e-05,0.1261205
0001,2.0,42091.0,63.63009,0.002450387,2656.224,10114.12,528.9987038237196,16510.19,3459.245,25290.67,3.566355e+23,3.098741e-05,2.67598e-05,0.1215141
0001,2.0,42386.0,64.02268,0.002070445,2893.537,10109.93,534.7731691510035,14378.52,2939.418,25043.64,3.78924e+23,2.908341e-05,3.153437e-05,0.1186566
0001,2.0,42684.0,64.41628,0.002294627,3168.25,10091.83,539.7051198963054,12291.05,2525.788,24784.13,3.896809e+23,2.833536e-05,3.668382e-05,0.1170468
0001,2.0,43028.0,64.80844,0.00192057,3376.518,10069.53,544.0343486714191,10784.87,2282.041,24595.52,3.929286e+23,2.810066e-05,4.05456e-05,0.1167719
0001,2.0,43459.0,65.20023,0.0005001342,3461.723,10050.73,548.0622164614397,10033.08,2192.135,24517.11,3.932971e+23,2.798038e-05,4.214242e-05,0.1175092
0001,2.0,44039.0,65.59278,0.001307469,3392.384,10026.96,552.1095268956578,10085.09,2254.33,24561.5,3.926648e+23,2.783826e-05,4.087428e-05,0.1189698
0001,2.0,44040.0,65.59409,0.001374026,3391.845,10026.62,552.125729099158,36.29486,2254.818,24561.64,3.927085e+23,2.783826e-05,4.086397e-05,0.1189777
0001,2.0,44631.0,65.98628,0.0009621722,3146.758,10013.95,556.4549578742717,10787.87,2523.531,24762.23,3.941336e+23,2.786705e-05,3.64336e-05,0.1181612
0001,2.0,45034.0,66.37902,0.002078183,2721.557,10004.56,561.620220349967,12860.91,3172.021,25130.55,3.937569e+23,2.782063e-05,2.889474e-05,0.1201663
0001,2.0,45374.0,66.77207,0.001223044,2184.81,10012.06,568.6260531432272,17452.9,4669.821,25639.13,3.962764e+23,2.786613e-05,1.954256e-05,0.1286869
0001,2.0,45674.0,67.16509,0.001816037,1743.304,10022.1,579.6079066753082,27356.36,7394.524,26083.76,3.94628e+23,2.793693e-05,1.223992e-05,0.1517435
0001,2.0,45962.0,67.55685,0.0008731415,1708.374,10039.89,593.7913156189243,35335.83,7078.843,26062.83,3.899757e+23,2.826755e-05,1.282229e-05,0.1424569
0001,2.0,46244.0,67.95152,0.002347897,2137.967,10034.66,603.5515230071287,24316.68,4082.573,25507.4,3.818658e+23,2.893731e-05,2.244865e-05,0.1120269
0001,2.0,46538.0,68.3435,0.002085324,2687.424,10011.17,609.6759559300062,15253.55,2922.587,25019.92,3.723053e+23,2.957465e-05,3.140793e-05,0.1113264
0001,2.0,46833.0,68.73523,0.002132404,3094.516,9971.623,614.4653272845098,11934.02,2452.527,24720.22,3.641419e+23,3.026617e-05,3.733885e-05,0.1138179
0001,2.0,47129.0,69.12853,0.002359074,3314.194,9933.115,618.7329876863259,10626.8,2265.309,24568.46,3.578476e+23,3.067272e-05,4.029399e-05,0.1170697
0001,2.0,47423.0,69.52091,0.002310709,3382.282,9904.627,622.8127025275444,10165.3,2235.109,24535.79,3.560738e+23,3.100569e-05,4.072544e-05,0.1184635
0001,2.0,47701.0,69.9133,0.0004995635,3353.1,9892.496,626.9183408943627,10225.1,2308.202,24604.66,3.525232e+23,3.12528e-05,3.937783e-05,0.1196133
0001,2.0,47962.0,70.30629,0.002527503,3290.973,9873.464,631.2637718729748,10824.32,2428.885,24698.68,3.526343e+23,3.137287e-05,3.733412e-05,0.1210662
0001,2.0,48225.0,70.69933,0.001434781,3273.836,9872.426,635.7517822423852,11183.46,2494.839,24755.68,3.52961e+23,3.130581e-05,3.633527e-05,0.1226196
0001,2.0,48473.0,71.09309,0.002096742,3360.484,9866.963,640.2268308489947,11147.0,2386.846,24684.94,3.562256e+23,3.10408e-05,3.797204e-05,0.122385
0001,2.0,48718.0,71.4859,0.002399742,3547.235,9860.297,644.3454309786139,10264.19,2149.5,24491.0,3.622418e+23,3.055209e-05,4.217002e-05,0.1205297
0001,2.0,49230.0,72.27161,0.002542716,3963.421,9827.368,651.3512637718723,17447.36,1752.367,24079.53,3.409744e+23,3.244717e-05,5.162291e-05,0.1194405
0001,2.0,49522.0,72.66465,0.002392753,4073.922,9805.282,654.4620868438105,7749.035,1666.949,23963.28,3.344993e+23,3.304353e-05,5.416174e-05,0.1201323
0001,2.0,50295.0,73.44862,0.0009424682,3959.94,9774.727,660.5703175631879,15221.51,1736.11,24049.5,3.525631e+23,3.129315e-05,5.183002e-05,0.1200182
0001,2.0,50742.0,73.84169,0.001633424,3702.264,9763.213,663.9338950097208,8373.616,1932.189,24271.82,3.615448e+23,3.043274e-05,4.648484e-05,0.1197846
0001,2.0,51584.0,74.62675,0.0003755124,2793.983,9776.292,672.7511341542449,21967.95,3141.581,25133.61,3.793026e+23,2.897066e-05,2.851197e-05,0.1242877
0001,2.0,52018.0,75.0208,0.001922351,2310.126,9786.877,679.7893713545036,17532.55,4542.092,25635.5,3.872572e+23,2.834085e-05,1.964872e-05,0.1362734
0001,2.0,52453.0,75.41239,0.001053292,2039.082,9810.849,688.8237200259227,22502.64,5136.232,25786.39,3.947372e+23,2.78082e-05,1.738334e-05,0.1324439
0001,2.0,52847.0,75.80542,0.0012803,1987.065,9824.383,697.6960466623459,22105.1,4629.37,25671.05,4.037267e+23,2.720041e-05,1.934644e-05,0.1183514
0001,2.0,53219.0,76.19907,0.002010386,1994.226,9816.735,705.9332469215806,20523.21,4493.16,25620.03,4.164247e+23,2.627057e-05,1.992661e-05,0.1165821
0001,2.0,53604.0,76.59039,0.001093963,1983.497,9803.621,714.332469215813,20921.39,4805.118,25683.16,4.32327e+23,2.527748e-05,1.858838e-05,0.1229943
0001,2.0,53605.0,76.59148,0.001159478,1983.495,9803.323,714.3583927414129,63.85826,4805.874,25683.58,4.324025e+23,2.527748e-05,1.858484e-05,0.1230082
0001,2.0,53977.0,76.98437,0.001890922,2022.171,9785.227,723.1108230719383,21803.26,4663.921,25648.44,4.461117e+23,2.461207e-05,1.912435e-05,0.1221176
0001,2.0,54735.0,77.7689,0.001931758,2234.487,9757.686,738.078418664938,37284.74,3801.559,25391.26,4.608263e+23,2.359459e-05,2.346493e-05,0.1167651
0001,2.0,55162.0,78.16163,0.0004976316,2278.435,9743.287,744.9546338302007,17133.59,3811.96,25383.64,4.682011e+23,2.328202e-05,2.336555e-05,0.1189951
0001,2.0,55608.0,78.55473,0.0007985101,2289.393,9725.281,751.9086195722612,17319.66,3808.059,25383.11,4.763515e+23,2.296849e-05,2.334657e-05,0.1195699
0001,2.0,56005.0,78.9474,0.001443325,2275.253,9710.07,758.758911211924,17061.9,3735.175,25357.66,4.814989e+23,2.274697e-05,2.377075e-05,0.116738
0001,2.0,56350.0,79.34053,0.002103874,2198.538,9695.183,765.6642903434858,17204.53,3896.453,25406.62,4.808729e+23,2.274474e-05,2.273952e-05,0.1174078
0001,2.0,56676.0,79.73283,0.0005100324,2069.52,9688.172,773.2209980557345,18822.69,4502.988,25578.99,4.698748e+23,2.31611e-05,1.962207e-05,0.1247604
0001,2.0,57001.0,80.12537,0.001235349,2010.519,9675.362,781.9928710304612,21855.08,4966.266,25692.45,4.521818e+23,2.431388e-05,1.774022e-05,0.129461
0001,2.0,57323.0,80.51887,0.002207124,2141.717,9665.729,790.4342190537918,21023.83,4199.183,25512.85,4.308766e+23,2.537054e-05,2.101455e-05,0.121432
0001,2.0,57656.0,80.91145,0.001118094,2396.098,9659.379,797.1808165910552,16806.94,3371.909,25221.74,4.086351e+23,2.656982e-05,2.622632e-05,0.1159228
0001,2.0,57947.0,81.30407,0.001313266,2615.033,9637.567,802.8548282566426,14138.99,2962.657,25025.51,3.880969e+23,2.802266e-05,2.982285e-05,0.1153314
0001,2.0,58192.0,81.6965,0.002559706,2718.675,9607.449,808.1302657161377,13141.24,2873.28,24968.99,3.671532e+23,2.989226e-05,3.066366e-05,0.1167035
0001,2.0,58405.0,82.09013,0.002866682,2756.616,9584.759,813.4640311082294,13286.83,2989.198,25029.23,3.458745e+23,3.210143e-05,2.939347e-05,0.120348
0001,2.0,58615.0,82.48324,0.002845728,2887.979,9570.682,818.9630589760218,13700.59,3007.572,25058.17,3.266049e+23,3.363069e-05,2.916918e-05,0.1281859
0001,2.0,58798.0,82.87478,0.002994689,3269.062,9561.99,823.9630589760218,12452.53,2486.512,24777.55,3.094269e+23,3.616864e-05,3.531156e-05,0.1237501
0001,2.0,58980.0,83.26923,0.0030538,3887.9,9552.044,827.806221646144,9571.839,1818.927,24220.22,2.898551e+23,3.822451e-05,4.832973e-05,0.1218802
0001,2.0,59160.0,83.66263,0.003044332,4572.877,9527.844,830.6318859364874,7038.782,1365.66,23594.17,2.723736e+23,4.048571e-05,6.430508e-05,0.1238628
0001,2.0,59337.0,84.05557,0.002869068,5191.5,9487.045,832.8224238496441,5458.601,1085.88,23032.03,2.548662e+23,4.433272e-05,8.060269e-05,0.1232753
0001,2.0,59489.0,84.44869,0.003196995,5705.189,9434.263,834.6241088788083,4488.437,904.8338,22542.92,2.350124e+23,4.782881e-05,9.625042e-05,0.128045
0001,2.0,59662.0,84.84126,0.002859112,6119.853,9382.199,836.1568373298778,3821.646,782.502,22136.15,2.12797e+23,5.270038e-05,0.0001107287,0.1323371
0001,2.0,59811.0,85.23343,0.003195193,6456.6,9326.781,837.5081011017483,3365.339,695.2032,21809.86,1.882531e+23,5.94359e-05,0.0001239333,0.1360369
0001,2.0,59957.0,85.62588,0.00335892,6732.446,9276.6,838.7265068049255,3032.319,630.9971,21538.61,1.682614e+23,6.811122e-05,0.0001358384,0.1340952
0001,2.0,60124.0,86.01843,0.00255985,6959.891,9236.836,839.8541801685042,2813.619,582.4679,21279.04,1.528425e+23,7.490611e-05,0.000146549,0.138104
0001,2.0,60271.0,86.41205,0.00314786,7149.547,9181.829,840.9008425145821,2605.38,544.1758,21102.79,1.397016e+23,8.192924e-05,0.0001559471,0.1403027
0001,2.0,60414.0,86.80267,0.003288617,7305.364,9155.533,841.8891769280617,2461.787,515.6078,20937.12,1.265397e+23,9.03265e-05,0.0001641318,0.1433141
0001,2.0,60557.0,87.1979,0.00339684,7435.227,9104.214,842.8483473752422,2388.392,491.6069,20779.78,1.111519e+23,0.0001023703,0.0001711938,0.147642
0001,2.0,60698.0,87.58978,0.003493494,7539.925,9086.921,843.7524303305254,2253.111,474.6133,20682.6,9.815326e+22,0.0001176357,0.0001769966,0.1445147
0001,2.0,60851.0,87.98081,0.001115573,7622.606,9075.872,844.6208684381072,2162.545,461.8851,20614.73,8.74769e+22,0.0001319777,0.0001816607,0.1463086
0001,2.0,61002.0,88.37352,0.002857938,7686.71,9037.804,845.4828256642904,2150.472,450.8733,20562.31,7.916481e+22,0.0001451321,0.0001853237,0.1491478
0001,2.0,61003.0,88.37638,0.002892684,7687.113,9036.935,845.4925469863902,17.74481,450.7768,20559.47,7.918587e+22,0.0001451321,0.0001853456,0.1492603
0001,2.0,61145.0,88.76866,0.003227476,7732.102,8999.665,846.3512637718741,2141.337,442.9671,20482.59,7.559395e+22,0.0001529667,0.0001878404,0.1480285
0001,2.0,61286.0,89.16098,0.003350892,7759.196,8980.981,847.193778353856,2101.859,438.7535,20444.48,7.214486e+22,0.0001596135,0.0001892533,0.1520669
0001,2.0,61426.0,89.55181,0.00344578,7769.362,8984.07,848.0265716137401,2072.917,438.0575,20435.41,7.116953e+22,0.0001621114,0.0001896196,0.1500151
0001,2.0,61427.0,89.55526,0.003450959,7769.383,8984.868,848.0330524951387,17.98394,438.0998,20435.73,7.120321e+22,0.0001621114,0.0001896181,0.1500029
0001,2.0,61574.0,89.94478,0.0006740742,7762.744,8994.657,848.856124432923,2045.368,440.0628,20449.98,7.037726e+22,0.0001643114,0.0001889767,0.1526778
0001,2.0,61732.0,90.33753,0.00307913,7739.056,8981.757,849.6953985742075,2096.381,443.3077,20488.07,7.001898e+22,0.0001638283,0.0001873224,0.1523162
0001,2.0,61876.0,90.73334,0.003335705,7697.259,8974.619,850.5476344782892,2121.675,449.3054,20547.04,6.999425e+22,0.0001616845,0.0001846712,0.1530751
0001,2.0,62031.0,91.12338,0.001161431,7640.074,8973.925,851.403110823072,2133.478,458.256,20605.09,7.251279e+22,0.0001580001,0.0001810449,0.1509658
0001,2.0,62186.0,91.51631,0.003215925,7561.824,8955.345,852.3071937783534,2250.852,469.7414,20658.48,7.32823e+22,0.0001514813,0.0001762458,0.1528261
0001,2.0,62350.0,91.90953,0.001988309,7466.225,8968.899,853.2209980557363,2272.015,485.9728,20759.02,7.659984e+22,0.000146836,0.0001706078,0.1516366
0001,2.0,62501.0,92.3018,0.003265202,7349.493,8990.463,854.1607258587173,2339.777,506.3905,20901.5,8.014808e+22,0.0001403481,0.0001641113,0.1471342
0001,2.0,62673.0,92.69605,0.003158902,7210.679,9004.381,855.1523007128981,2476.344,531.4185,21040.65,8.373198e+22,0.0001358996,0.0001566112,0.1462233
0001,2.0,62846.0,93.08914,0.003112725,7046.797,9009.019,856.198963058976,2605.622,561.6112,21198.33,8.493332e+22,0.0001288571,0.0001482531,0.14852
0001,2.0,63020.0,93.48124,0.003137099,6861.534,9035.388,857.287751134154,2713.386,599.2528,21418.65,8.815517e+22,0.0001249666,0.0001393298,0.1457033
0001,2.0,63216.0,93.87333,0.002099438,6653.24,9063.35,858.4705119896298,2948.076,645.8344,21615.78,9.112255e+22,0.000120666,0.0001296604,0.1419891
0001,2.0,63397.0,94.26742,0.003006532,6421.294,9080.047,859.7537265068058,3194.328,701.5184,21854.0,9.392395e+22,0.0001176974,0.000119566,0.1399224
0001,2.0,63597.0,94.6598,0.002414452,6175.945,9107.478,861.1341542449773,3434.098,768.0178,22121.16,9.646627e+22,0.0001150838,0.0001095189,0.1372615
0001,2.0,63778.0,95.05305,0.003035807,5925.99,9138.448,862.6506804925466,3784.348,845.2258,22389.23,9.885977e+22,0.0001128108,9.982741e-05,0.1349247
0001,2.0,63981.0,95.44597,0.00271739,5690.019,9174.305,864.3097861309143,4127.273,928.0156,22646.33,9.883231e+22,0.0001091439,9.125312e-05,0.1378364
0001,2.0,64161.0,95.83698,0.003007842,5497.266,9201.049,866.0920285158772,4443.915,1004.351,22883.81,1.009577e+23,0.0001075465,8.454167e-05,0.1348937
0001,2.0,64361.0,96.22984,0.001898965,5367.844,9228.155,868.01036941024,4777.554,1058.097,22995.19,1.030117e+23,0.0001062183,8.046932e-05,0.1335846
0001,2.0,64545.0,96.62273,0.002664861,5315.487,9251.391,869.9902786779003,4929.827,1076.087,23033.49,1.05033e+23,0.000105121,7.931848e-05,0.1315071
0001,2.0,64726.0,97.01505,0.002837864,5337.238,9263.905,871.9475048606619,4879.286,1057.27,23001.63,1.070074e+23,0.0001042176,8.084444e-05,0.128824
0001,2.0,64907.0,97.40878,0.002890163,5412.959,9272.922,873.8626053143234,4772.866,1013.591,22856.8,1.067135e+23,0.0001020316,8.442274e-05,0.1349845
0001,2.5,349.0,0.3930507,0.0007614184,7.44328,0.0,3.843162670124002,8655.349,0.0,11733.28,9.390589e+22,2.987506e-05,3.9308e-05,0.2150565
0001,2.5,1112.0,0.7861667,0.0007840331,87.77299,11476.63,8.963058976021784,12754.43,3006.22,15021.05,1.359525e+23,2.778582e-05,3.499394e-05,0.2389545
0001,2.5,1796.0,1.179128,0.0008896142,208.654,11163.02,14.637070641607352,14135.67,3473.613,16801.77,1.63841e+23,2.792855e-05,2.941137e-05,0.2374208
0001,2.5,3027.0,1.963923,0.001303012,343.0036,11049.64,29.397278029811787,36770.32,4589.459,18627.82,2.054765e+23,2.917993e-05,2.195144e-05,0.1986802
0001,2.5,3548.0,2.357428,0.001381783,403.0087,11038.53,37.60207388204799,20442.32,4415.387,19132.21,2.23313e+23,2.984957e-05,2.280735e-05,0.1700417
0001,2.5,4026.0,2.749588,0.001039223,498.0603,11026.45,45.03240440699847,18504.58,3834.534,19476.82,2.391483e+23,3.058049e-05,2.628505e-05,0.1485328
0001,2.5,4467.0,3.142207,0.0006518713,621.149,11006.92,51.43227478937115,15940.89,3309.824,19725.64,2.535641e+23,3.130305e-05,3.0452e-05,0.1365987
0001,2.5,4468.0,3.142859,0.000690597,621.3725,11006.66,51.44199611147269,26.05652,3309.032,19726.4,2.535884e+23,3.130305e-05,3.045866e-05,0.136586
0001,2.5,4888.0,3.535468,0.001409586,741.8286,10975.55,57.138690861957,14189.67,3009.314,19917.28,2.674549e+23,3.201187e-05,3.343135e-05,0.1299261
0001,2.5,5293.0,3.928345,0.001287849,838.7822,10950.13,62.45949449125146,13258.13,2868.569,20091.75,2.817005e+23,3.264187e-05,3.500699e-05,0.1231305
0001,2.5,5671.0,4.32143,0.001604935,920.2107,10927.39,67.58263123784855,12761.49,2750.149,20229.28,2.976894e+23,3.291361e-05,3.645307e-05,0.1168733
0001,2.5,6041.0,4.713527,0.001511336,1006.767,10911.24,72.42060920285076,12052.65,2570.682,20318.38,3.173506e+23,3.276454e-05,3.896385e-05,0.1102958
0001,2.5,6404.0,5.106357,0.001006761,1104.153,10896.85,76.91186001296228,11184.98,2374.775,20376.9,3.430555e+23,3.196788e-05,4.215033e-05,0.1036844
0001,2.5,6768.0,5.499708,0.00096848,1193.776,10876.31,81.11147116007851,10465.66,2240.409,20429.04,3.726452e+23,3.096926e-05,4.461416e-05,0.09912678
0001,2.5,7136.0,5.892817,0.00173749,1248.66,10850.78,85.17822423849611,10128.69,2208.974,20490.1,4.013084e+23,3.021253e-05,4.51476e-05,0.09614281
0001,2.5,7555.0,6.28456,0.0004201735,1247.687,10840.03,89.28062216461512,10224.42,2309.553,20575.24,4.277642e+23,2.963991e-05,4.312411e-05,0.09366133
0001,2.5,8026.0,6.677672,0.001498666,1178.026,10825.39,93.77835385612525,11202.63,2593.592,20699.33,4.519605e+23,2.929894e-05,3.831288e-05,0.09185098
0001,2.5,8555.0,7.070977,0.001184198,1039.307,10827.19,99.05379131561858,13139.09,3185.429,20859.67,4.736536e+23,2.9162e-05,3.11376e-05,0.09165816
0001,2.5,9066.0,7.462787,0.0001882947,862.2592,10841.72,105.78094620868433,16758.89,4217.584,21028.86,4.937945e+23,2.911538e-05,2.346702e-05,0.09248203
0001,2.5,9568.0,7.855674,0.00147818,719.621,10850.07,114.50097213221125,21725.25,5099.438,21134.94,5.140718e+23,2.907812e-05,1.936581e-05,0.08737419
0001,2.5,10047.0,8.249304,0.001269805,669.9459,10860.8,123.87556707712247,23348.26,5029.929,21152.51,5.353303e+23,2.899056e-05,1.965748e-05,0.07693117
0001,2.5,10493.0,8.641352,0.0005669072,686.8129,10856.59,132.77057679844438,22159.19,4729.228,21140.08,5.56614e+23,2.888613e-05,2.092059e-05,0.07157411
0001,2.5,10915.0,9.033795,0.0002897047,735.5648,10837.94,141.03694102398003,20597.86,4323.381,21116.02,5.759231e+23,2.889228e-05,2.287657e-05,0.06830654
0001,2.5,11337.0,9.427394,0.001657585,804.2038,10807.41,148.53856124432968,18680.98,3864.37,21081.64,5.931354e+23,2.901419e-05,2.556141e-05,0.06511291
0001,2.5,11765.0,9.820641,0.001706192,870.6853,10781.67,155.28191834089375,16803.09,3547.921,21053.71,6.092594e+23,2.91727e-05,2.780469e-05,0.06324517
0001,2.5,12212.0,10.21272,0.00102839,905.953,10772.36,161.64290343486755,15848.15,3467.891,21043.3,4.100127e+23,2.915273e-05,2.842947e-05,0.09615659
0001,2.5,12619.0,10.60556,0.001771332,900.7145,10747.82,168.1205443940362,16132.9,3612.09,21069.54,4.130798e+23,2.880082e-05,2.721911e-05,0.09979968
0001,2.5,13019.0,10.99904,0.001582462,882.7878,10735.14,174.91898898250292,16936.88,3762.916,21101.04,4.243182e+23,2.800749e-05,2.608398e-05,0.1012706
0001,2.5,13395.0,11.39163,0.00166904,906.1117,10725.54,181.6234607906681,16702.91,3518.996,21083.22,4.45255e+23,2.674702e-05,2.789001e-05,0.09706251
0001,2.5,13770.0,11.78379,0.00171621,981.6458,10713.0,187.63123784834715,14961.17,3093.423,21026.64,4.617007e+23,2.566102e-05,3.173537e-05,0.0944342
0001,2.5,14168.0,12.17656,0.001524142,1062.196,10692.59,193.00388852883952,13382.74,2826.682,20967.84,4.728939e+23,2.499013e-05,3.469509e-05,0.09517615
0001,2.5,14614.0,12.56868,0.001251884,1096.116,10668.9,198.10110174983674,12703.85,2790.478,20961.77,4.790966e+23,2.472394e-05,3.507162e-05,0.09743433
0001,2.5,14615.0,12.56993,0.001296778,1096.113,10668.54,198.120544394038,42.63437,2790.735,20961.31,4.791529e+23,2.475708e-05,3.50672e-05,0.09686709
0001,2.5,15686.0,13.35531,0.001475222,926.0611,10637.08,209.58198314970832,28556.03,3738.536,21122.94,4.637363e+23,2.56411e-05,2.60164e-05,0.1054471
0001,2.5,16179.0,13.74761,0.0009678542,751.6703,10640.82,217.70900842514493,20247.28,5201.493,21262.01,4.427918e+23,2.664717e-05,1.861326e-05,0.1166369
0001,2.5,16608.0,14.14039,0.001670532,641.8132,10646.5,228.19831497083578,26126.83,5769.02,21308.56,4.228495e+23,2.818248e-05,1.675878e-05,0.1077453
0001,2.5,16983.0,14.5339,0.001844878,667.4219,10649.41,237.84186649384355,24023.99,4775.938,21242.09,4.043121e+23,2.967367e-05,2.031743e-05,0.09334973
0001,2.5,17307.0,14.92722,0.001968927,781.1643,10630.35,245.78742709008475,19793.09,3942.545,21159.81,3.852753e+23,3.093143e-05,2.463757e-05,0.0930614
0001,2.5,17604.0,15.32002,0.002016926,971.7453,10601.09,252.08036292935867,15675.75,2986.815,21017.55,3.680986e+23,3.262793e-05,3.253644e-05,0.09007492
0001,2.5,17897.0,15.71224,0.00170268,1247.213,10569.34,256.6720674011667,11436.23,2164.201,20816.55,3.552969e+23,3.385588e-05,4.489316e-05,0.08859611
0001,2.5,18163.0,16.10493,0.001461929,1561.57,10525.51,260.0777705767996,8488.728,1648.644,20580.91,3.400827e+23,3.520991e-05,5.878921e-05,0.09107239
0001,2.5,18407.0,16.49687,0.002084007,1858.776,10465.47,262.7738172391455,6713.839,1340.65,20395.77,3.248408e+23,3.726534e-05,7.195703e-05,0.09192348
0001,2.5,18667.0,16.88987,0.001605565,2112.505,10408.73,265.0421257291,5648.639,1149.875,20217.88,3.097573e+23,3.901697e-05,8.349385e-05,0.09520209
0001,2.5,18906.0,17.28262,0.002042981,2318.33,10347.62,267.03499675955936,4968.917,1026.335,20107.42,2.948006e+23,4.079552e-05,9.303325e-05,0.09765964
0001,2.5,19141.0,17.67614,0.002146674,2478.813,10299.77,268.86908619572205,4564.687,946.016,19966.75,2.847061e+23,4.267681e-05,0.0001004923,0.09943781
0001,2.5,19373.0,18.06783,0.00222324,2597.349,10260.03,270.57031756318975,4239.031,895.3811,19914.72,2.726162e+23,4.439705e-05,0.0001057835,0.1006651
0001,2.5,19627.0,18.461,0.00165273,2678.388,10229.8,272.2067401166569,4076.3,866.3126,19920.73,2.654911e+23,4.555797e-05,0.0001090215,0.1013496
0001,2.5,19861.0,18.85313,0.002084065,2724.187,10195.91,273.81723914452414,4017.409,854.4002,19895.53,2.5402e+23,4.743807e-05,0.0001101797,0.1031462
0001,2.5,20093.0,19.24754,0.002215101,2736.338,10177.33,275.4374594944911,4034.926,859.6418,19879.81,2.424076e+23,4.99296e-05,0.0001093064,0.104398
0001,2.5,20348.0,19.6389,0.002052321,2715.68,10173.64,277.06740116655965,4055.169,881.382,19919.85,2.210962e+23,5.481432e-05,0.0001065638,0.1045142
0001,2.5,20602.0,20.03262,0.001626347,2663.512,10175.31,278.7524303305254,4202.077,919.7706,20023.27,1.945515e+23,6.217345e-05,0.0001021198,0.1043236
0001,2.5,20855.0,20.4245,0.001209305,2583.433,10179.06,280.53143227478904,4427.886,975.8225,20098.72,1.718507e+23,7.048429e-05,9.627137e-05,0.1049238
0001,2.5,21109.0,20.81736,0.0009479798,2483.159,10186.54,282.4238496435519,4713.607,1047.737,20214.98,1.508806e+23,8.03015e-05,8.97078e-05,0.104315
0001,2.5,21349.0,21.21022,0.002200464,2381.284,10201.51,284.46856772521096,5095.527,1125.301,20297.82,1.362327e+23,8.831438e-05,8.362549e-05,0.1065482
0001,2.5,21604.0,21.6032,0.00208429,2312.186,10220.13,286.620220349967,5358.599,1176.243,20365.99,1.25876e+23,9.641648e-05,8.013613e-05,0.1040015
